#hour	Tair[°C]	Prec[mm]	RH[%]	windSpeed[m/s]	windDir(°)	globRad[W/m2]
7	16.8	1.2	84	2.4	194	7.8
8	16.7	0	85	3.1	218	32.2
9	17.1	0	87	2.5	236	91.6
10	17.4	0	87	3.4	220	132.4
11	19.5	0	77	2.8	213	379.9
12	20.1	0	68	3	213	374.5
13	20.6	0	65	1.8	198	317.7
14	20.7	0	62	1.2	69	324.4
15	22.9	0	52	0.8	99	742.6
16	24.6	2.8	45	3.1	228	757.9
17	14.8	0	47	2.9	11	310.9
18	17.4	2.2	68	1	109	127.5
19	17	0	77	3.5	28	157.1
20	15.6	0	82	4.1	89	75
21	14.6	0	84	2.5	122	13.2
22	13.3	0	86	1.1	82	1.1
23	13.4	0	85	1.8	175	0
0	13.8	0	75	2.1	196	0
1	12.8	0	77	1	98	0
2	12.5	0	79	0.6	85	0
3	12.4	0	81	1.3	153	0
4	12	0	85	1.5	102	0
5	12.4	0	84	1.8	27	0
6	12.1	0	78	1.9	71	7.9
7	13.3	0	75	3.8	60	81.3
8	14.9	0	80	3.1	55	228.6
9	17.6	0	74	4.1	57	424.8
10	18.6	0	73	4.5	42	579
11	19.8	0	68	5.3	36	709.2
12	20.9	0	63	5	68	806.9
13	21.6	0	58	4.3	60	850.4
14	22.4	0	53	4	42	837
15	23.6	0	49	3.8	40	799
16	23.7	0	49	3.5	35	642.7
17	22.6	0	57	3.1	35	363.5
18	21.5	0	58	2.6	75	314
19	21.5	0	56	1.7	135	206.5
20	20.1	0	58	0.6	133	54.4
21	18.3	0	65	2.1	166	13.7
22	17	0	71	3.1	205	1.4
23	16.8	0	73	2.9	210	0
0	16.6	0	75	3.6	205	0
1	16.2	0	79	4.2	203	0
2	15.8	0	70	3.9	213	0
3	16.7	0	60	4.5	204	0
4	16.6	0	52	3.7	204	0
5	15.2	0	58	3.2	210	0
6	16	0	53	1.9	218	6.2
7	15.8	0	56	1.8	297	56.8
8	17.3	0	59	1.6	309	150.7
9	20.9	0	62	1.5	16	344.4
10	21.6	0	59	2.3	23	517.1
11	23.2	0	56	1.8	70	633.5
12	24.2	0	53	2.3	50	737.3
13	25	0	53	2.1	15	790.6
14	25.3	0	52	2.2	19	706.8
15	26.2	0	51	2.4	64	731.4
16	26.3	0	51	1.7	52	643.5
17	26.2	0	52	1.5	53	505.9
18	26	0	52	1.6	87	370.7
19	24.5	0	56	1.6	84	124.5
20	23.6	0	60	1.7	124	83.7
21	22.1	0	61	2.1	209	17.1
22	21.4	0	62	3.9	191	2
23	21.2	0	62	4.5	209	1.9
0	20.2	0	61	4.8	197	1.6
1	21.5	0	42	4.7	209	1.3
2	20.7	0	43	5.1	192	1.4
3	21	0	40	5.2	193	1.5
4	21.3	0	37	4.8	194	1.6
5	20.9	0	38	3.8	208	1.6
6	21	0	37	4.2	213	6
7	22.3	0	33	2.9	206	78.5
8	22.9	0	35	3.1	199	279.4
9	24.2	0	35	1.8	342	423.8
10	26.1	0	36	1.5	70	503.3
11	27.2	0	41	1.3	339	559.4
12	26.8	0	54	1.5	197	697.4
13	27.4	0	55	1.6	234	704.6
14	28.9	0	49	2.8	0	726.2
15	30.5	0	40	1.9	37	620.5
16	30.1	0	37	2.7	46	581.4
17	28.3	0	45	2.9	44	409.9
18	27.9	0	48	3.2	26	448.5
19	26.9	0	49	2.9	77	214.4
20	25.1	0	57	2.3	61	80.2
21	22.6	0	69	1.7	92	17
22	20.7	0	70	2.5	225	2.1
23	19.6	0	80	2.6	213	2
0	19.3	0	77	4.4	200	2
1	18.6	0	80	2.6	223	1.9
2	18.4	0	77	3	201	1.8
3	18.6	0	71	2	234	1.4
4	18.6	0	61	4.6	199	1.4
5	18.6	0	57	3.7	218	1.1
6	17.2	0	67	4.6	201	7
7	19.4	0	57	3	196	100.9
8	22.2	0	49	1.2	238	267.8
9	24.9	0	45	1	38	439.8
10	27.4	0	42	1.8	242	593.7
11	28	0	43	2.2	35	719.6
12	29.1	0	41	1.8	43	817.1
13	29.8	0	41	3.4	203	886.5
14	30.7	0	41	4.1	188	752.7
15	31.5	0	38	4.7	170	800
16	31.1	0	34	5.6	189	658.3
17	29.3	0	39	5.5	192	388.6
18	28.1	0	46	4.8	188	270.8
19	27.4	0	47	4.9	184	153.4
20	26.6	0	45	4.9	191	68.5
21	25.4	0	41	5.6	196	19.3
22	24.7	0	39	5.4	198	2
23	24.2	0	37	4	205	2
0	23.2	0	40	5	210	2
1	22	0	44	5.5	204	2
2	21.3	0	45	4.6	198	2
3	21.2	0	47	3.1	185	2
4	20.3	0	50	2.7	192	2
5	18.3	0	58	2.8	198	1.5
6	17.2	0	67	1.6	213	6.1
7	16.4	0	85	2	306	64.7
8	18	0	86	2.2	297	140.5
9	19.9	0	85	3.1	325	352.1
10	22.1	0	78	3.7	313	561.2
11	23.5	0	70	2.6	344	699.3
12	24.4	0	67	2.9	3	646.2
13	23.9	0	68	4.2	8	484.5
14	23	0	71	3.7	22	316.4
15	21.8	0	72	4.4	10	267.1
16	22.2	0	69	3.7	24	537.1
17	22.8	0	69	4.1	20	615.9
18	22.8	0	69	4.5	15	457
19	15.4	0	72	3.7	33	219.7
20	20	0	74	4.2	359	69.7
21	17.8	0	78	1.9	31	15.4
22	16.3	0	81	0.9	9	1.5
23	15.8	0	82	1.2	144	0
0	15.7	0	84	0.8	200	0
1	15.4	0	85	1.1	343	0
2	14.4	0	88	1	318	0
3	14.4	0	91	0.6	299	0
4	14.6	0	93	0.8	256	0
5	14.5	0.4	93	1.7	296	0
6	14.7	5.6	94	2.9	259	2
7	14.4	3	94	2.9	259	6.3
8	13.9	6	96	2.7	274	15.7
9	13.7	3	98	4.1	334	135.2
10	13.6	1	98	6.9	12	73.1
11	13.3	3.8	97	2.6	304	42.3
12	13.1	1.6	95	2.9	264	133.9
13	12.6	5	93	5.4	58	144.3
14	12.5	2.8	91	3.1	87	111.8
15	12.1	3	93	3.4	67	438
16	14.6	0	76	2.6	62	546.7
17	15.3	0	70	7.5	253	442.2
18	14.9	0	69	2.8	196	286
19	11.9	2.6	75	2.3	233	25.7
20	9	2.6	85	3.5	176	15.4
21	10.1	0	70	4.9	190	27.1
22	9.3	0	77	4.9	187	1.2
23	9	0	76	4.5	205	0
0	9.4	0	70	4.5	208	0
1	10.1	0	61	5.7	204	0
2	10.3	0	57	4	207	0
3	10.6	0	54	3.9	217	0
4	9.9	0	56	2.9	202	0
5	9.2	0	57	2.3	200	0
6	9.9	0	51	0.9	25	8.9
7	11.9	0	49	1	358	123.9
8	15.2	0	47	1.2	201	298
9	16.1	0	43	2.5	23	461.6
10	17.5	0	42	2.2	14	617.6
11	17.6	0	40	2.5	23	632.9
12	17.5	0	40	2.6	55	556
13	18.2	0	43	3.8	36	632.3
14	18.3	0	40	6.1	53	546.5
15	19	0	37	6.4	70	569.6
16	18.8	0	40	6.1	66	451.1
17	17.9	0	45	4.6	65	333.1
18	17.3	0	45	4.4	49	245.7
19	16.1	0	49	4.4	24	116.5
20	15.3	0	59	5	75	75.2
21	13.9	0	68	2.9	22	16
22	13	0	68	2.3	354	1.2
23	12.8	0	69	1.8	330	0
0	12.2	0	75	3.2	27	0
1	11.7	0	78	3.5	34	0
2	11.5	0	77	3.2	32	0
3	11.2	0	80	3.1	29	0
4	11.2	0	79	0.7	306	0
5	10.9	0	78	3.1	31	0
6	10.9	0	77	3.3	39	4.6
7	11.4	0	76	1.7	36	26.1
8	11.8	0	76	2.5	28	95
9	12.7	0	73	2.9	26	218.2
10	14.1	0	70	2.9	26	433.7
11	16.6	0	60	2.7	23	765
12	17.4	0	58	3.2	37	614.7
13	19	0	45	2.5	27	824.1
14	19.5	0	36	2.4	29	818
15	19.8	0	33	3	32	726.8
16	20	0	33	3.4	71	648
17	20.2	0	32	2.5	55	581.3
18	20.2	0	30	2.1	104	514.7
19	19.4	0	28	0.8	57	234.1
20	17.8	0	30	0.9	61	65.9
21	15.9	0	40	0.3	288	17.6
22	14.9	0	43	2.7	29	1.3
23	14.4	0	39	3	25	0
0	14.1	0	41	2.9	30	0
1	13.3	0	73	2.4	22	0
2	12.5	0	76	2.8	27	0
3	11.7	0	80	3	29	0
4	11	0	87	3.4	30	0
5	10.3	0	90	2.9	31	0
6	9.6	0	92	3.4	32	3.6
7	9.2	0	92	2.4	48	34.7
8	9.6	0	87	2.9	30	73.9
9	10.6	0	80	3.3	25	128
10	12.1	0	76	3.1	28	362.4
11	12.7	0	75	3	28	238.4
12	14.3	0	73	3.2	31	614.6
13	16.8	0	56	3.6	42	690.2
14	16.8	0	41	2.9	32	496.1
15	17.6	0	38	3.3	33	445.7
16	17.6	0	35	3.7	34	372.6
17	18.5	0	33	3.7	36	521.5
18	18.5	0	33	3.4	36	415.7
19	17.6	0	35	2.7	12	191
20	17	0	37	2.6	21	78.4
21	14.3	0	49	3	19	11.1
22	13.9	0	58	2.9	22	1.3
23	13.1	0	60	3.2	26	0
0	13	0.2	59	2.8	33	0
1	12.6	0	64	2.7	33	0
2	12.5	0.2	63	1.1	320	0
3	12.7	0	58	0.3	85	0
4	12.4	0	57	0.8	271	0
5	12.2	0	60	0.9	298	0
6	12.3	0	59	3.2	325	4
7	13.2	0	53	1.2	350	40.3
8	14.5	0	45	1.5	346	103
9	15.3	0	39	1.4	348	95.8
10	15.4	0	35	1.2	359	97.1
11	15.7	0	32	1	2	98.4
12	16	0	34	1	39	166.6
13	17.2	0	37	0.9	68	333
14	19.6	0	36	1.4	82	443.3
15	19.7	0	34	2.4	30	353
16	19.2	0	37	2.5	26	274.1
17	17.9	0	42	1	243	173.9
18	17.6	0	43	1.5	340	95.8
19	17.5	0	39	2.7	21	77.2
20	17.8	0	34	1.2	233	49.2
21	17.4	0	35	1.5	256	12.2
22	17	0	35	1	267	1.4
23	16.9	0	34	0.9	299	0
0	16.7	0	34	0.9	284	0
1	16.5	0	33	1.4	282	0
2	14.7	0	39	0.6	358	0
3	15.1	0	37	0.5	336	0
4	16.5	0	29	0.6	267	0
5	16.7	0	28	0.9	252	0
6	15.9	0	32	0.6	254	8
7	16.1	0	34	0.7	307	119.3
8	16.8	0	31	1.4	351	191.9
9	18.3	0	30	3.2	316	400.9
10	20.7	0	25	3.1	312	588.1
11	22	0	25	3	306	571.7
12	22.7	0	26	3	327	606.7
13	23.6	0	22	4.2	337	885.6
14	23.6	0	18	2.3	20	590.9
15	24	0	15	1.2	338	772.4
16	25.1	0	14	1.9	35	717.2
17	25.4	0	14	1.3	29	639.1
18	25	0	14	1.2	187	518
19	24.3	0	16	2.1	182	230.9
20	22.1	0	25	2.6	198	42.8
21	20.2	0	27	7.6	236	11.2
22	19.8	0	26	8.3	234	1.7
23	19.3	0	35	1.3	294	1.2
0	18.8	0	41	4	229	1.2
1	19.5	0	36	6.7	229	1.2
2	18.9	0	37	9.2	229	1.3
3	20.3	0	23	10	241	1.1
4	18.9	0	33	3.9	245	1.1
5	18.6	0	34	2	234	1.1
6	17.5	0	38	5.4	248	8.4
7	17	0	41	2.9	250	111.5
8	17.5	0	41	1.9	272	222.3
9	19.4	0	41	1.7	323	446.4
10	22.3	0	36	2.4	296	600.1
11	24.1	0	29	4.8	298	639.7
12	23.6	0	32	2.9	306	784.7
13	24.4	0	31	3.2	313	890.6
14	25.2	0	33	0.6	315	865.6
15	24.9	1	35	7.7	234	551.5
16	25.5	0	33	7.4	238	700.8
17	20.5	0.8	40	2.1	282	397.7
18	20.9	0	42	2.3	334	343.7
19	19.4	1.2	52	1.7	82	49.9
20	16.4	0.8	72	1.6	284	10.7
21	15.2	1.6	80	3	288	4.9
22	14.6	0.4	86	4.2	355	1.3
23	14.6	1.4	83	1.7	302	0
0	14.5	2	77	1	236	0
1	14.1	2	85	2.9	281	0
2	13.6	1.6	90	3.6	266	0
3	13.6	0	90	0.9	232	0
4	13.9	0	89	1	259	0
5	13.4	0	85	0.4	55	0
6	12.8	0	89	1.4	298	8
7	13.1	0	88	1.4	327	52.3
8	14.8	0	84	0.5	82	188.8
9	16.8	0	77	1.3	23	357.6
10	18.6	0	73	2	46	476
11	19.3	0	71	2.6	62	668.4
12	20.4	0	69	3.9	72	752
13	21.2	0	65	3.7	98	854.4
14	22.2	0	58	2.8	97	832.7
15	23.1	0	51	2	175	748.1
16	22.6	2.4	50	4.2	134	646.8
17	24.6	7.4	43	9.4	114	650.7
18	20.6	1.2	60	6.1	154	164.9
19	15.2	8.4	75	4.4	180	5.5
20	13.8	4.6	88	0.9	205	41.1
21	13.3	0	90	3.1	140	19
22	13.9	0	85	2.7	157	1.5
23	12.9	0	88	1.4	158	0
0	12.9	0	95	0.8	60	0
1	13.6	0	94	4.3	75	0
2	13.4	0	87	4	130	0
3	13.4	0.2	94	3	141	0
4	13.1	0.2	91	2.1	182	0
5	12.3	0.2	83	1.7	213	0
6	12.2	0	81	2.4	72	6
7	12.7	0	76	3.1	78	44.8
8	14.3	0	76	4.3	81	229.5
9	16.7	0	71	4.1	110	418.6
10	17.7	0	67	3.8	104	574.6
11	18.4	0	62	2.6	106	593
12	19.4	0	57	3	114	751.5
13	19.9	0	51	3	112	752.1
14	20.6	0	46	3.2	123	637.3
15	21.4	0	35	3	103	822
16	21.8	0	31	4.5	118	767.7
17	22.3	0	28	3.7	127	668.3
18	21.9	0	23	2.5	144	520.9
19	20.6	0	21	1.4	165	245.8
20	18.8	0	26	0.9	146	43.1
21	17.2	0	37	2.2	173	16.1
22	16.8	0	33	3.3	221	1.5
23	16.4	0	34	2.8	203	0
0	16.4	0	32	2.1	181	0
1	16.1	0	32	2.2	194	0
2	16.2	0	31	2.6	197	0
3	16.5	0	30	2.5	190	0
4	16.6	0	33	1.1	90	0
5	16.1	0	33	1.5	95	0
6	15.8	0	34	0.8	73	11.8
7	16.2	0	37	1.5	79	84.8
8	17.8	0	47	3.2	133	253.6
9	18.4	0	63	3.4	109	433.2
10	19.7	0	56	3.3	113	591.1
11	20.6	0	47	5	88	573
12	22	0	35	3.6	98	823.6
13	22.3	0	34	4.4	107	836.6
14	22.8	0	34	4	95	806.1
15	22.7	0	36	5.6	102	592.3
16	23.2	0	36	5.5	126	730.7
17	23.5	0	35	6	122	643.3
18	22.8	0	33	5.2	127	495.2
19	21.4	0	33	4.1	133	245.6
20	19.9	0	35	2.4	143	59.1
21	18	0	40	2.5	141	19.9
22	16.4	0	45	2.8	163	1.6
23	15.6	0	46	2.4	162	0
0	16.2	0	41	2.6	189	0
1	16.7	0	37	1.6	248	0
2	16.7	0	36	1.5	241	0
3	15.3	0	39	1.2	246	0
4	13.8	0	46	0.9	333	0
5	13.5	0	48	1.2	32	0
6	13.4	0	49	0.8	2	7.8
7	14.2	0	50	1.2	35	78.2
8	17.4	0	54	1.4	49	238.5
9	20.2	0	40	2.6	41	495.1
10	21.1	0	37	3.3	98	544.1
11	21.1	0	42	4.1	122	453.3
12	20.9	0	41	4.3	112	371.5
13	20.9	0	41	3	105	375.8
14	22.4	0	36	4.2	120	592.8
15	22.3	0	33	2.9	97	480.2
16	23.4	0	29	3.3	59	813.8
17	23.4	0	30	2.3	115	570.9
18	23.4	0	27	2	94	503.4
19	22.5	0	26	1.2	100	248.4
20	20.8	0	32	1.5	148	55.4
21	19	0	38	0.8	245	19.8
22	17.3	0	41	1.6	324	1.7
23	17.1	0	35	2.5	304	0
0	15.5	0	36	3	289	0
1	14.8	0	42	3.5	260	0
2	14.6	0	46	3.7	286	0
3	14.2	0	49	4.9	245	0
4	14	0	51	4.1	258	0
5	16	0	46	4.7	247	0
6	16.1	0	44	4.9	249	10.3
7	16.2	0	48	4.4	240	90.5
8	18.2	0	43	3.2	235	281.4
9	19.8	0	39	2	219	377.4
10	21.2	0	37	1	230	501.8
11	23.1	0	33	2.6	248	581.2
12	24.8	0	19	1.5	241	681.9
13	25.9	0	16	1.1	222	780.4
14	27	0	14	1.5	260	645.1
15	27.7	0	15	1.6	265	766
16	28.1	0	13	1.4	238	768.4
17	28.1	0	15	1.3	230	674.8
18	27.9	0	19	1.6	114	507.6
19	26.6	0	25	2.2	158	251
20	24.3	0	32	2.9	149	55.6
21	22.3	0	39	2.1	177	26.3
22	21.3	0	41	1.6	132	2.3
23	21.5	0	39	5.4	127	2
0	21.2	0	38	4.4	133	2
1	19.5	0	47	6	139	2
2	18.6	0	57	5.9	135	2
3	17.9	0	55	5.1	120	1.8
4	17.6	0	50	6.2	133	1.3
5	17	0	53	6.5	135	1.2
6	16	0	59	5.4	116	6.5
7	16.8	0	56	7.2	132	56.7
8	18.3	0	46	7.3	142	216
9	20.1	0	38	7	130	437.4
10	21	0	34	6.7	113	585.6
11	21.8	0	29	6.3	130	737.1
12	22.4	0	27	6.6	113	729.6
13	22.4	0	28	4.6	119	854.4
14	23.1	0	29	5.8	90	896.8
15	23.3	0	28	5.6	103	869.3
16	23.5	0	28	5.1	116	744.9
17	23.4	0	28	4.9	108	643.3
18	23.2	0	30	4.3	125	519.1
19	22.1	0	33	3.5	129	250.7
20	20.3	0	38	3	125	49.9
21	18.5	0	43	2.2	105	19.6
22	16.6	0	51	1.2	78	2
23	15.7	0	53	0.7	104	0
0	15.9	0	52	0.7	42	0
1	15.8	0	53	1.9	353	0
2	16.1	0	52	2.2	354	0
3	15.4	0	58	2.3	348	0
4	15	0	57	3	345	0
5	14.6	0	57	2.4	15	0
6	14.6	0	57	3.1	355	10.4
7	16.1	0	58	2.5	7	117.6
8	18.9	0	50	3.7	44	282.7
9	20.7	0	46	4.1	78	439.8
10	21.3	0	44	2.8	64	593.2
11	21.9	0	44	4.1	66	723.1
12	22.8	0	45	4	76	724.7
13	23.7	0	45	2.6	67	960.2
14	24	0	44	2.6	74	742
15	24.7	0	42	3.4	56	775.3
16	25.4	0	40	3.9	68	731.6
17	25.6	0	37	3.7	70	664.2
18	25.5	0	38	1.7	61	513.3
19	24	0	41	1.5	55	241.9
20	22.3	0	40	1.1	13	54
21	20.5	0	46	0.4	6	19.4
22	19.1	0	48	1	354	2.2
23	18.8	0	48	1.5	290	0
0	17.5	0	53	2.2	275	0
1	16.8	0	58	2.6	290	0
2	16.3	0	58	2.1	287	0
3	15.8	0	59	1.9	297	0
4	15.8	0	57	2.7	255	0
5	16.2	0	52	4.4	233	0
6	16.1	0	52	2	276	11.3
7	18.8	0	46	0.7	236	117.7
8	21.2	0	41	1.6	357	284.8
9	24.3	0	40	0.4	60	447.5
10	26.6	0	29	0.9	147	599.8
11	26.9	0	33	1.1	178	731.5
12	27.3	0	33	1.9	285	832.6
13	28.3	0	24	0.8	333	895.6
14	29.1	0	23	0.4	185	904.2
15	29.2	0	26	2.4	127	862.4
16	29.4	0	27	3.4	153	775.7
17	29.6	0	28	3.3	139	653.6
18	29.5	0	29	2.7	114	514.6
19	28.8	0	30	2.7	163	254.1
20	27.1	0	35	2.9	177	70.1
21	24.5	0	47	3.6	204	18
22	22.8	0	52	8.6	238	2.3
23	21.4	0	46	2.9	234	2
0	23.6	0	33	6.1	242	1.9
1	23.7	0	28	3.3	250	2
2	21.5	0	33	3.6	251	1.9
3	22.3	0	33	1.6	267	1.8
4	21.5	0	35	2.1	254	1.8
5	19	0	42	2.8	259	1.5
6	19.2	0	46	2.4	296	10.8
7	20.3	0	50	3.7	319	102.9
8	22.8	0	48	2.6	304	260.5
9	24.7	0	43	2.1	298	425.7
10	26.3	0	42	3.3	349	573.9
11	27.8	0	40	2.2	305	707.8
12	28.5	0	39	2.6	253	804.8
13	29.2	0	36	2.3	275	858.9
14	29.9	0	35	2.5	238	876.9
15	31.4	0	32	2	202	839.7
16	32	0	30	2.2	143	753.2
17	32.9	0	31	2.8	228	620.9
18	31	0	35	5.7	232	467.4
19	29.4	0	37	7.9	232	244
20	27.7	0	37	10.2	235	59.2
21	26	0	40	10.8	231	21.6
22	24.7	0	38	10.7	236	2.3
23	24.7	0	33	10.1	247	2
0	24.4	0	27	10.1	245	2
1	24	0	21	9	240	2
2	23.3	0	18	5.5	254	2
3	22.7	0	21	4.2	241	2
4	22.6	0	19	4.5	251	2
5	22.5	0	18	6.3	245	2
6	21	0	23	4.9	246	10.7
7	21	0	24	3.1	237	109.6
8	21.9	0	23	3.2	287	274.6
9	23.7	0	28	2	300	440.9
10	26.1	0	31	0.3	210	593.8
11	28.2	0	26	0.6	248	733.8
12	29.5	0	24	1.4	37	835.7
13	30.8	0	22	0.5	202	889.5
14	31.2	0	22	2.8	127	874.6
15	31.3	0	23	3.5	143	831.7
16	31.3	0	26	4.9	177	769.5
17	31.9	0	25	5.3	228	631.3
18	31.2	0	23	4.9	221	465.3
19	29.8	0	28	7.2	234	247.1
20	27.6	0	35	8.2	234	85.4
21	26.8	0	29	8.6	238	32.1
22	26.3	0	27	9	237	2.5
23	25.8	0	23	8.1	234	2
0	25.5	0	17	7.5	244	2
1	25	0	17	5.9	238	2
2	24.6	0	16	7.3	241	2
3	24.2	0	14	5.2	248	2
4	22.6	0	16	5.6	248	2
5	22.9	0	12	6.2	245	2
6	22.5	0	11	5.1	240	16
7	21.6	0	15	3.2	244	81.6
8	21.7	0	18	2.8	266	170.4
9	23.5	0	21	2.9	261	371.4
10	24.4	0	25	3	246	449.4
11	25.7	0	32	3.1	197	520.1
12	27.8	0	29	2.8	241	705
13	29.7	0	25	3.1	248	776.4
14	30.2	0	24	3.1	207	701.7
15	31	0	24	5	246	679.9
16	30.5	0	24	3.9	244	676
17	28.9	0	24	5.3	234	451.8
18	27.9	0	28	6.5	236	297.6
19	27	0	29	3.5	241	135.2
20	26.5	0	29	3.1	252	69.2
21	26.1	0	27	3.3	242	19.3
22	25.6	0	29	6.3	242	2.2
23	25.1	0	32	6.2	244	2
0	24.5	0	33	7.2	246	2
1	24.3	0	31	6.7	236	2
2	23.9	0	31	8	238	2
3	24.1	0	29	7.6	253	2
4	24.3	0	28	2.3	260	2
5	23.2	0	32	3	290	2
6	22.4	0	35	2.4	241	12.4
7	21.8	0	43	2.3	276	74.7
8	23.5	0	44	1.2	283	217.3
9	25.7	0	41	0.3	249	385.5
10	26.9	0	38	1.5	202	556.9
11	28.9	0	33	0.9	144	712.1
12	30	0	32	1.1	53	788.1
13	30.1	0	36	1.1	118	779.8
14	31.2	0	35	0.9	116	875.2
15	31.4	0	36	1.7	117	508.3
16	30.6	0	39	2.2	198	447.9
17	31.4	0	40	3.3	229	577.6
18	30.7	0	42	2.8	239	339.6
19	29.9	0	45	5.5	244	170.8
20	28.2	0	46	5.5	247	88.3
21	27.1	0	40	4	253	41.8
22	26.6	0	34	3.2	251	2.3
23	25.5	0	35	3.5	244	2
0	25.4	0	33	2.2	253	2
1	25.3	0	31	1.2	245	2
2	25	0	31	4.5	220	2
3	23.7	0	34	3.8	217	2
4	23.6	0	32	4.1	218	2
5	24.2	0	24	2.1	216	2
6	24.1	0	19	0.2	185	10.8
7	24	0	23	1.7	258	96.8
8	25.2	0	27	2.3	284	256.8
9	27	0	28	3.7	285	434
10	29	0	30	2.9	263	543.9
11	28.9	0	34	0.7	32	597.9
12	30	0	24	1.1	279	617.5
13	30.4	0	32	2.7	237	742.7
14	31.3	0	32	1.4	212	641.6
15	32.3	0	27	3	203	804.6
16	33	0	25	2.8	187	730.2
17	32.4	0	23	3.4	209	605.8
18	32.7	0	21	6.6	214	472.6
19	31.6	0	23	6.5	210	230.3
20	30	0	22	4.5	207	85.5
21	28.7	0	19	4.1	213	24.7
22	27.9	0	14	6.2	250	2.5
23	26.7	0	14	5.1	227	2
0	27.1	0	10	8.5	244	2
1	27.2	0	9	7.2	236	2
2	26.2	0	10	3.9	245	2
3	26	0	11	3	258	2
4	25.5	0	12	1.5	232	2
5	24.2	0	13	2.1	247	2
6	23.9	0	14	1.6	257	13.1
7	23.6	0	17	3	303	69.5
8	24.1	0	25	3.9	308	174.1
9	27.8	0	27	3.4	309	405.3
10	28.2	0	28	2.9	298	539.5
11	28.8	0	34	2.7	296	645.4
12	29.4	0	34	1.4	323	439.2
13	30.7	0	33	2.6	253	741.6
14	32.7	0	28	1.2	350	796.6
15	32.2	0	30	2.8	256	713
16	32.4	0	30	3.1	212	497.4
17	32.3	0	37	3.3	186	404.6
18	30.4	0	43	3.3	207	213.2
19	29.5	0	48	5	218	158.8
20	27.8	0	51	3.3	274	63.8
21	26.9	0	52	4.1	219	32.5
22	25.9	0	46	4.8	222	2.3
23	26.3	0	37	7.2	233	2
0	27.3	0	32	1.4	227	2
1	26.7	0	35	4.9	228	2
2	26.6	0	34	3.2	249	2
3	26.7	0	29	1.7	266	2
4	26.5	0	21	2.8	281	2
5	26.1	0	19	2.9	270	2
6	25	0	23	1.9	281	6.4
7	24.7	0	23	2.8	291	44.6
8	24.5	0	28	2.4	286	96.5
9	25.4	0	34	1.8	280	239.3
10	28	0	34	1.2	275	482.7
11	29.7	0	34	0.5	9	619.3
12	30.8	0	32	0.7	103	716.4
13	31.9	0	27	0.1	290	838.9
14	32.7	0	24	0.5	31	845.8
15	33.4	0	25	0.7	75	723.2
16	33.8	0	28	1.1	76	627.9
17	33.8	0	29	0.9	162	488.3
18	33.5	0	32	0.3	145	364.9
19	31.3	0	40	2.2	273	170.6
20	29.6	0	44	0.9	252	93
21	27.8	0	48	1.4	237	20.2
22	26.8	0	52	3.4	222	2.2
23	27	0	50	1.7	234	2
0	26.5	0	52	1.5	202	2
1	27	0	48	2.6	240	2
2	26.4	0	49	2.9	277	2
3	24.9	0	50	1.9	265	2
4	24.8	0	48	2.5	259	2
5	24	0	45	3.2	272	2
6	23.6	0	45	2.3	276	8.2
7	24.3	0	41	2.3	283	76.5
8	26.3	0	36	2	286	248.1
9	27.1	0	37	1	289	330.3
10	28	0	43	2	237	512.6
11	29	0	47	1.6	193	463.2
12	31.5	0	41	2.2	184	804.6
13	31.3	0	39	2.2	161	459.2
14	31.9	0	36	2.9	164	508.7
15	32.3	0	35	3.8	170	616.3
16	32.8	0	29	3.5	217	493.7
17	31.2	0	25	3.9	225	308
18	32.5	0	29	5	236	412.8
19	30.7	0	32	6.9	231	148.5
20	29.3	0	28	7.1	233	116.2
21	29.2	0	22	7.7	238	40.9
22	28.6	0	16	9.9	243	2.4
23	27	0	18	7.7	245	2
0	27.3	0	16	1.8	234	2
1	28.5	0	14	4.6	238	2
2	27.2	0	18	7.1	232	2
3	25.2	0	26	6.7	235	2
4	25.9	0	24	4.7	239	2
5	25.5	0	24	4	247	2
6	26	0	22	3.5	256	9.2
7	27	0	16	2.7	242	82
8	27.2	0	23	5.3	218	226.3
9	27.7	0	36	3.2	204	313.9
10	29	0	35	6.9	213	444.4
11	30.9	0.2	29	4.3	220	483.9
12	30.3	0	32	4.4	221	372.9
13	31.3	0	21	6.9	242	552.4
14	34.2	0	19	5.1	248	899.7
15	34.6	0	14	6.9	236	915.8
16	34.7	0	13	5.7	236	827.7
17	34	0	14	5.1	246	644
18	33.2	0	17	6.7	244	457.2
19	31.2	0	22	7.3	239	121.1
20	30	0	25	7.6	235	68.4
21	29.6	0	24	7.8	239	36.4
22	29.2	0	20	8.5	235	2.7
23	28.3	0	22	8.2	239	2
0	28	0	22	7.8	241	2
1	27.2	0	23	7.1	239	2
2	25.7	0	27	7.8	242	2
3	25.1	0	27	1.5	251	2
4	26.4	0	18	3.3	256	2
5	25.2	0	22	2.2	262	2
6	24.8	0	24	2.3	274	7.1
7	24.2	0	30	2.9	286	91.3
8	25.4	0	31	1.9	327	258.2
9	26.5	0	32	3	320	422.8
10	29.1	0	32	2	312	580.9
11	31.1	0	30	1.6	336	712.8
12	31.4	0	28	1.5	87	807.8
13	32.7	0	24	1.8	130	860.3
14	33.1	0	23	1.9	125	863.5
15	33.4	0	25	2.8	51	815.7
16	33.9	0	25	0.7	165	737.8
17	34.8	0	23	2.8	114	609
18	34.6	0	24	4	106	458.2
19	32.6	0	27	2.6	108	180.5
